PointName,TimeStamp,Status,Value
data:FromIoTWorX.Power Consumed,20201015T16:21:49.406,2157641728,
data:FromIoTWorX.Motor Speed,20201015T16:22:04.683,2147483648,
data:FromIoTWorX.Motor Speed,20201015T16:22:19.445,2147483648,
data:FromIoTWorX.Motor Speed,20201015T16:22:34.694,2147483648,
data:FromIoTWorX.Motor Speed,20201015T16:22:49.899,2147483648,
data:FromIoTWorX.Accumulated_Operation_Minutes,20201015T16:22:04.689,2147483648,
data:FromIoTWorX.Accumulated_Operation_Minutes,20201015T16:22:19.457,2147483648,
data:FromIoTWorX.Accumulated_Operation_Minutes,20201015T16:22:34.704,2147483648,
data:FromIoTWorX.Accumulated_Operation_Minutes,20201015T16:22:49.902,2147483648,
data:FromIoTWorX.DC Bus Voltage,20201015T16:22:04.684,2147483648,
data:FromIoTWorX.DC Bus Voltage,20201015T16:22:19.454,2147483648,
data:FromIoTWorX.DC Bus Voltage,20201015T16:22:34.701,2147483648,
data:FromIoTWorX.DC Bus Voltage,20201015T16:22:49.900,2147483648,
data:FromIoTWorX.Frequency Command CMD,20201015T16:22:04.684,2147483648,
data:FromIoTWorX.Frequency Command CMD,20201015T16:22:19.455,2147483648,
data:FromIoTWorX.Frequency Command CMD,20201015T16:22:34.702,2147483648,
data:FromIoTWorX.Frequency Command CMD,20201015T16:22:49.901,2147483648,
data:FromIoTWorX.Power Consumed,20201015T16:22:04.690,2147483648,
data:FromIoTWorX.Power Consumed,20201015T16:22:19.458,2147483648,
data:FromIoTWorX.Power Consumed,20201015T16:22:34.707,2147483648,
data:FromIoTWorX.Power Consumed,20201015T16:22:49.906,2147483648,
data:FromIoTWorX.Motor Speed,20201015T16:23:04.635,2147483648,
data:FromIoTWorX.Motor Speed,20201015T16:23:19.854,2147483648,
data:FromIoTWorX.Motor Speed,20201015T16:23:35.070,2147483648,
data:FromIoTWorX.Motor Speed,20201015T16:23:50.262,2147483648,
data:FromIoTWorX.Accumulated_Operation_Minutes,20201015T16:23:04.639,2147483648,
data:FromIoTWorX.Accumulated_Operation_Minutes,20201015T16:23:19.858,2147483648,
data:FromIoTWorX.Accumulated_Operation_Minutes,20201015T16:23:35.076,2147483648,
data:FromIoTWorX.Accumulated_Operation_Minutes,20201015T16:23:50.265,2147483648,
data:FromIoTWorX.DC Bus Voltage,20201015T16:23:04.638,2147483648,
data:FromIoTWorX.DC Bus Voltage,20201015T16:23:19.855,2147483648,
data:FromIoTWorX.DC Bus Voltage,20201015T16:23:35.071,2147483648,
data:FromIoTWorX.DC Bus Voltage,20201015T16:23:50.262,2147483648,
data:FromIoTWorX.Frequency Command CMD,20201015T16:23:04.638,2147483648,
data:FromIoTWorX.Frequency Command CMD,20201015T16:23:19.857,2147483648,
data:FromIoTWorX.Frequency Command CMD,20201015T16:23:35.072,2147483648,
data:FromIoTWorX.Frequency Command CMD,20201015T16:23:50.263,2147483648,
data:FromIoTWorX.Power Consumed,20201015T16:23:04.640,2147483648,
data:FromIoTWorX.Power Consumed,20201015T16:23:19.859,2147483648,
data:FromIoTWorX.Power Consumed,20201015T16:23:35.077,2147483648,
data:FromIoTWorX.Power Consumed,20201015T16:23:50.266,2147483648,
data:FromIoTWorX.Motor Speed,20201015T16:24:05.419,2147483648,
data:FromIoTWorX.Motor Speed,20201015T16:24:20.076,2147483648,
data:FromIoTWorX.Motor Speed,20201015T16:24:35.257,2147483648,
data:FromIoTWorX.Motor Speed,20201015T16:24:50.396,2147483648,
data:FromIoTWorX.Accumulated_Operation_Minutes,20201015T16:24:05.424,2147483648,
data:FromIoTWorX.Accumulated_Operation_Minutes,20201015T16:24:20.082,2147483648,
data:FromIoTWorX.Accumulated_Operation_Minutes,20201015T16:24:35.260,2147483648,
data:FromIoTWorX.Accumulated_Operation_Minutes,20201015T16:24:50.408,2147483648,
data:FromIoTWorX.DC Bus Voltage,20201015T16:24:05.422,2147483648,
data:FromIoTWorX.DC Bus Voltage,20201015T16:24:20.077,2147483648,
data:FromIoTWorX.DC Bus Voltage,20201015T16:24:35.259,2147483648,
data:FromIoTWorX.DC Bus Voltage,20201015T16:24:50.404,2147483648,
data:FromIoTWorX.Frequency Command CMD,20201015T16:24:05.423,2147483648,
data:FromIoTWorX.Frequency Command CMD,20201015T16:24:20.078,2147483648,
data:FromIoTWorX.Frequency Command CMD,20201015T16:24:35.260,2147483648,
